athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,21,5,0,807,0.7,122.43,3,93.52,150,1030,PRE,200,1,MEDLEY,36.2
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,21,5,0,807,0.7,122.43,4,122.43,200,1030,PRE,200,1,MEDLEY,28.91
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,1,27.66,50,930,PRE,400,1,MEDLEY,27.66
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,2,59.01,100,930,PRE,400,1,MEDLEY,31.35
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,3,92.29,150,930,PRE,400,1,MEDLEY,33.28
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,4,125.1,200,930,PRE,400,1,MEDLEY,32.81
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,5,162.25,250,930,PRE,400,1,MEDLEY,37.15
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,6,200.71,300,930,PRE,400,1,MEDLEY,38.46
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,7,231.22,350,930,PRE,400,1,MEDLEY,30.51
101525,JANECEK,PAVEL,4/7/1994,M,Czech Republic,CZE,39,3,6,820,0.71,260.43,8,260.43,400,930,PRE,400,1,MEDLEY,29.21
101618,SEFL,JAN,5/10/1990,M,Czech Republic,CZE,4,6,6,782,0.71,24.34,1,24.34,50,1044,PRE,50,1,FLY,24.34
101618,SEFL,JAN,5/10/1990,M,Czech Republic,CZE,16,2,0,851,0.74,117.63,1,26.29,50,1015,PRE,200,1,FLY,26.29
101618,SEFL,JAN,5/10/1990,M,Czech Republic,CZE,16,2,0,851,0.74,117.63,2,56.27,100,1015,PRE,200,1,FLY,29.98
101618,SEFL,JAN,5/10/1990,M,Czech Republic,CZE,16,2,0,851,0.74,117.63,3,86.52,150,1015,PRE,200,1,FLY,30.25
101618,SEFL,JAN,5/10/1990,M,Czech Republic,CZE,16,2,0,851,0.74,117.63,4,117.63,200,1015,PRE,200,1,FLY,31.11
101618,SEFL,JAN,5/10/1990,M,Czech Republic,CZE,30,5,0,820,0.7,53.21,1,24.34,50,1009,PRE,100,1,FLY,24.34
101618,SEFL,JAN,5/10/1990,M,Czech Republic,CZE,30,5,0,820,0.7,53.21,2,53.21,100,1009,PRE,100,1,FLY,28.87
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,3,2,1,851,0.75,133.12,1,29.06,50,1028,PRE,200,1,MEDLEY,29.06
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,3,2,1,851,0.75,133.12,2,62.73,100,1028,PRE,200,1,MEDLEY,33.67
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,3,2,1,851,0.75,133.12,3,102.16,150,1028,PRE,200,1,MEDLEY,39.43
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,3,2,1,851,0.75,133.12,4,133.12,200,1028,PRE,200,1,MEDLEY,30.96
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,203,1,1,873,0.76,131.97,1,28.67,50,1753,SEM,200,1,MEDLEY,28.67
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,203,1,1,873,0.76,131.97,2,62.59,100,1753,SEM,200,1,MEDLEY,33.92
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,203,1,1,873,0.76,131.97,3,101.12,150,1753,SEM,200,1,MEDLEY,38.53
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,203,1,1,873,0.76,131.97,4,131.97,200,1753,SEM,200,1,MEDLEY,30.85
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,20,3,0,770,0.77,132.89,1,29.42,50,1014,PRE,200,1,FLY,29.42
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,20,3,0,770,0.77,132.89,2,62.95,100,1014,PRE,200,1,FLY,33.53
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,20,3,0,770,0.77,132.89,3,97.1,150,1014,PRE,200,1,FLY,34.15
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,20,3,0,770,0.77,132.89,4,132.89,200,1014,PRE,200,1,FLY,35.79
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,1,29.41,50,1000,PRE,400,1,MEDLEY,29.41
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,2,62.88,100,1000,PRE,400,1,MEDLEY,33.47
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,3,97.94,150,1000,PRE,400,1,MEDLEY,35.06
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,4,132.49,200,1000,PRE,400,1,MEDLEY,34.55
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,5,172.16,250,1000,PRE,400,1,MEDLEY,39.67
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,6,212.4,300,1000,PRE,400,1,MEDLEY,40.24
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,7,244.76,350,1000,PRE,400,1,MEDLEY,32.36
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,40,4,7,923,0.75,275.6,8,275.6,400,1000,PRE,400,1,MEDLEY,30.84
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,1,29.24,50,1849,FIN,400,1,MEDLEY,29.24
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,2,62.64,100,1849,FIN,400,1,MEDLEY,33.4
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,3,98.41,150,1849,FIN,400,1,MEDLEY,35.77
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,4,133.43,200,1849,FIN,400,1,MEDLEY,35.02
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,5,173.17,250,1849,FIN,400,1,MEDLEY,39.74
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,6,213.34,300,1849,FIN,400,1,MEDLEY,40.17
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,7,246.04,350,1849,FIN,400,1,MEDLEY,32.7
101778,ZAVADOVA,BARBORA,1/23/1993,F,Czech Republic,CZE,140,1,5,912,0.75,276.73,8,276.73,400,1849,FIN,400,1,MEDLEY,30.69
101780,MORAVCIKOVA,MARTINA,8/13/1988,F,Czech Republic,CZE,25,5,0,823,0.75,148.41,1,33.8,50,1011,PRE,200,1,BREAST,33.8
101780,MORAVCIKOVA,MARTINA,8/13/1988,F,Czech Republic,CZE,25,5,0,823,0.75,148.41,2,71.36,100,1011,PRE,200,1,BREAST,37.56
101780,MORAVCIKOVA,MARTINA,8/13/1988,F,Czech Republic,CZE,25,5,0,823,0.75,148.41,3,109.32,150,1011,PRE,200,1,BREAST,37.96
101780,MORAVCIKOVA,MARTINA,8/13/1988,F,Czech Republic,CZE,25,5,0,823,0.75,148.41,4,148.41,200,1011,PRE,200,1,BREAST,39.09
101780,MORAVCIKOVA,MARTINA,8/13/1988,F,Czech Republic,CZE,36,6,0,776,0.75,32.08,1,32.08,50,1008,PRE,50,1,BREAST,32.08
101861,VERNER,MARTIN,3/15/1980,M,Czech Republic,CZE,19,8,8,825,0.71,50.01,1,24.32,50,943,PRE,100,1,FREE,24.32
101861,VERNER,MARTIN,3/15/1980,M,Czech Republic,CZE,19,8,8,825,0.71,50.01,2,50.01,100,943,PRE,100,1,FREE,25.69
101892,BAUMRTOVA,SIMONA,8/24/1991,F,Czech Republic,CZE,9,7,7,868,0.63,60.91,1,29.9,50,930,PRE,100,1,BACK,29.9
101892,BAUMRTOVA,SIMONA,8/24/1991,F,Czech Republic,CZE,9,7,7,868,0.63,60.91,2,60.91,100,930,PRE,100,1,BACK,31.01
101892,BAUMRTOVA,SIMONA,8/24/1991,F,Czech Republic,CZE,18,5,1,840,0.63,28.67,1,28.67,50,930,PRE,50,1,BACK,28.67
101892,BAUMRTOVA,SIMONA,8/24/1991,F,Czech Republic,CZE,31,4,7,834,0.67,131.78,1,30.98,50,1030,PRE,200,1,BACK,30.98
101892,BAUMRTOVA,SIMONA,8/24/1991,F,Czech Republic,CZE,31,4,7,834,0.67,131.78,2,64.37,100,1030,PRE,200,1,BACK,33.39
101892,BAUMRTOVA,SIMONA,8/24/1991,F,Czech Republic,CZE,31,4,7,834,0.67,131.78,3,97.6,150,1030,PRE,200,1,BACK,33.23
101892,BAUMRTOVA,SIMONA,8/24/1991,F,Czech Republic,CZE,31,4,7,834,0.67,131.78,4,131.78,200,1030,PRE,200,1,BACK,34.18
101991,BARTUNEK,PETR,1/8/1991,M,Czech Republic,CZE,6,6,6,802,0.63,62.9,1,28.67,50,1134,PRE,100,1,BREAST,28.67
101991,BARTUNEK,PETR,1/8/1991,M,Czech Republic,CZE,6,6,6,802,0.63,62.9,2,62.9,100,1134,PRE,100,1,BREAST,34.23
101991,BARTUNEK,PETR,1/8/1991,M,Czech Republic,CZE,14,9,8,817,0.76,28.47,1,28.47,50,930,PRE,50,1,BREAST,28.47
102332,CHOCOVA,PETRA,8/16/1986,F,Czech Republic,CZE,11,7,1,844,0.73,68.09,1,32.17,50,1007,PRE,100,1,BREAST,32.17
102332,CHOCOVA,PETRA,8/16/1986,F,Czech Republic,CZE,11,7,1,844,0.73,68.09,2,68.09,100,1007,PRE,100,1,BREAST,35.92
102332,CHOCOVA,PETRA,8/16/1986,F,Czech Republic,CZE,36,8,2,842,0.72,31.21,1,31.21,50,1008,PRE,50,1,BREAST,31.21
102332,CHOCOVA,PETRA,8/16/1986,F,Czech Republic,CZE,236,2,8,827,0.71,31.4,1,31.4,50,1756,SEM,50,1,BREAST,31.4
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,1,27.09,50,948,PRE,400,1,FREE,27.09
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,2,55.65,100,948,PRE,400,1,FREE,28.56
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,3,84.68,150,948,PRE,400,1,FREE,29.03
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,4,113.83,200,948,PRE,400,1,FREE,29.15
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,5,143.11,250,948,PRE,400,1,FREE,29.28
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,6,173.01,300,948,PRE,400,1,FREE,29.9
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,7,203.52,350,948,PRE,400,1,FREE,30.51
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,2,6,8,834,0.73,233.79,8,233.79,400,948,PRE,400,1,FREE,30.27
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,1,27,50,1030,PRE,800,1,FREE,27
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,2,56.48,100,1030,PRE,800,1,FREE,29.48
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,3,86.49,150,1030,PRE,800,1,FREE,30.01
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,4,116.11,200,1030,PRE,800,1,FREE,29.62
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,5,146.09,250,1030,PRE,800,1,FREE,29.98
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,6,176.07,300,1030,PRE,800,1,FREE,29.98
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,7,206.79,350,1030,PRE,800,1,FREE,30.72
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,8,236.98,400,1030,PRE,800,1,FREE,30.19
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,9,267.92,450,1030,PRE,800,1,FREE,30.94
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,10,298.8,500,1030,PRE,800,1,FREE,30.88
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,11,329.75,550,1030,PRE,800,1,FREE,30.95
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,12,360.8,600,1030,PRE,800,1,FREE,31.05
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,13,392.17,650,1030,PRE,800,1,FREE,31.37
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,14,423.74,700,1030,PRE,800,1,FREE,31.57
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,15,455.25,750,1030,PRE,800,1,FREE,31.51
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,17,4,7,806,0.7,485.76,16,485.76,800,1030,PRE,800,1,FREE,30.51
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,1,28.08,50,1048,PRE,1500,1,FREE,28.08
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,2,58.22,100,1048,PRE,1500,1,FREE,30.14
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,3,87.71,150,1048,PRE,1500,1,FREE,29.49
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,4,117.82,200,1048,PRE,1500,1,FREE,30.11
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,5,147.68,250,1048,PRE,1500,1,FREE,29.86
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,6,177.57,300,1048,PRE,1500,1,FREE,29.89
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,7,207.9,350,1048,PRE,1500,1,FREE,30.33
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,8,237.94,400,1048,PRE,1500,1,FREE,30.04
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,9,268.06,450,1048,PRE,1500,1,FREE,30.12
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,10,298.43,500,1048,PRE,1500,1,FREE,30.37
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,11,328.91,550,1048,PRE,1500,1,FREE,30.48
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,12,359.19,600,1048,PRE,1500,1,FREE,30.28
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,13,389.57,650,1048,PRE,1500,1,FREE,30.38
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,14,420.16,700,1048,PRE,1500,1,FREE,30.59
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,15,451.23,750,1048,PRE,1500,1,FREE,31.07
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,16,481.86,800,1048,PRE,1500,1,FREE,30.63
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,17,513.07,850,1048,PRE,1500,1,FREE,31.21
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,18,544.02,900,1048,PRE,1500,1,FREE,30.95
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,19,575.55,950,1048,PRE,1500,1,FREE,31.53
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,20,606.34,1000,1048,PRE,1500,1,FREE,30.79
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,21,638.22,1050,1048,PRE,1500,1,FREE,31.88
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,22,669.33,1100,1048,PRE,1500,1,FREE,31.11
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,23,701.29,1150,1048,PRE,1500,1,FREE,31.96
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,24,732.58,1200,1048,PRE,1500,1,FREE,31.29
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,25,764.8,1250,1048,PRE,1500,1,FREE,32.22
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,26,796.08,1300,1048,PRE,1500,1,FREE,31.28
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,27,827.92,1350,1048,PRE,1500,1,FREE,31.84
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,28,859.4,1400,1048,PRE,1500,1,FREE,31.48
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,29,891.62,1450,1048,PRE,1500,1,FREE,32.22
109087,MICKA,JAN,1/15/1995,M,Czech Republic,CZE,38,4,7,842,0.7,922.16,30,922.16,1500,1048,PRE,1500,1,FREE,30.54
109096,SVECENA,LUCIE,8/21/1997,F,Czech Republic,CZE,1,4,1,805,0.74,60.16,1,27.37,50,930,PRE,100,1,FLY,27.37
109096,SVECENA,LUCIE,8/21/1997,F,Czech Republic,CZE,1,4,1,805,0.74,60.16,2,60.16,100,930,PRE,100,1,FLY,32.79
109096,SVECENA,LUCIE,8/21/1997,F,Czech Republic,CZE,29,5,9,799,0.73,27.01,1,27.01,50,954,PRE,50,1,FLY,27.01
110330,DMYTRIJEV,ROMAN,1/19/1995,M,Czech Republic,CZE,24,4,0,781,0.69,121.49,1,27.99,50,956,PRE,200,1,BACK,27.99
110330,DMYTRIJEV,ROMAN,1/19/1995,M,Czech Republic,CZE,24,4,0,781,0.69,121.49,2,58.35,100,956,PRE,200,1,BACK,30.36
110330,DMYTRIJEV,ROMAN,1/19/1995,M,Czech Republic,CZE,24,4,0,781,0.69,121.49,3,89.84,150,956,PRE,200,1,BACK,31.49
110330,DMYTRIJEV,ROMAN,1/19/1995,M,Czech Republic,CZE,24,4,0,781,0.69,121.49,4,121.49,200,956,PRE,200,1,BACK,31.65
110335,KOLAROVA,ANNA,4/17/1997,F,Czech Republic,CZE,15,3,8,829,0.7,120.24,1,27.93,50,949,PRE,200,1,FREE,27.93
110335,KOLAROVA,ANNA,4/17/1997,F,Czech Republic,CZE,15,3,8,829,0.7,120.24,2,58.16,100,949,PRE,200,1,FREE,30.23
110335,KOLAROVA,ANNA,4/17/1997,F,Czech Republic,CZE,15,3,8,829,0.7,120.24,3,89.44,150,949,PRE,200,1,FREE,31.28
110335,KOLAROVA,ANNA,4/17/1997,F,Czech Republic,CZE,15,3,8,829,0.7,120.24,4,120.24,200,949,PRE,200,1,FREE,30.8
110335,KOLAROVA,ANNA,4/17/1997,F,Czech Republic,CZE,23,6,5,836,0.72,55.26,1,26.4,50,930,PRE,100,1,FREE,26.4
110335,KOLAROVA,ANNA,4/17/1997,F,Czech Republic,CZE,23,6,5,836,0.72,55.26,2,55.26,100,930,PRE,100,1,FREE,28.86
110335,KOLAROVA,ANNA,4/17/1997,F,Czech Republic,CZE,34,8,5,789,0.7,25.67,1,25.67,50,930,PRE,50,1,FREE,25.67
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,1,29.81,50,1103,PRE,400,1,FREE,29.81
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,2,61.81,100,1103,PRE,400,1,FREE,32
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,3,94.46,150,1103,PRE,400,1,FREE,32.65
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,4,127.52,200,1103,PRE,400,1,FREE,33.06
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,5,160.32,250,1103,PRE,400,1,FREE,32.8
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,6,193.58,300,1103,PRE,400,1,FREE,33.26
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,7,226.6,350,1103,PRE,400,1,FREE,33.02
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,5,2,7,788,0.82,258.57,8,258.57,400,1103,PRE,400,1,FREE,31.97
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,1,30.66,50,1056,PRE,1500,1,FREE,30.66
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,2,63.5,100,1056,PRE,1500,1,FREE,32.84
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,3,96.69,150,1056,PRE,1500,1,FREE,33.19
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,4,130.08,200,1056,PRE,1500,1,FREE,33.39
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,5,163.74,250,1056,PRE,1500,1,FREE,33.66
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,6,197.11,300,1056,PRE,1500,1,FREE,33.37
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,7,230.77,350,1056,PRE,1500,1,FREE,33.66
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,8,264.22,400,1056,PRE,1500,1,FREE,33.45
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,9,297.8,450,1056,PRE,1500,1,FREE,33.58
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,10,331.4,500,1056,PRE,1500,1,FREE,33.6
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,11,365.1,550,1056,PRE,1500,1,FREE,33.7
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,12,398.91,600,1056,PRE,1500,1,FREE,33.81
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,13,432.7,650,1056,PRE,1500,1,FREE,33.79
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,14,466.61,700,1056,PRE,1500,1,FREE,33.91
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,15,500.49,750,1056,PRE,1500,1,FREE,33.88
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,16,534.54,800,1056,PRE,1500,1,FREE,34.05
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,17,568.34,850,1056,PRE,1500,1,FREE,33.8
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,18,602.4,900,1056,PRE,1500,1,FREE,34.06
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,19,636.24,950,1056,PRE,1500,1,FREE,33.84
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,20,670.34,1000,1056,PRE,1500,1,FREE,34.1
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,21,704.35,1050,1056,PRE,1500,1,FREE,34.01
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,22,738.54,1100,1056,PRE,1500,1,FREE,34.19
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,23,772.46,1150,1056,PRE,1500,1,FREE,33.92
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,24,806.93,1200,1056,PRE,1500,1,FREE,34.47
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,25,841.44,1250,1056,PRE,1500,1,FREE,34.51
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,26,875.75,1300,1056,PRE,1500,1,FREE,34.31
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,27,910.18,1350,1056,PRE,1500,1,FREE,34.43
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,28,944.57,1400,1056,PRE,1500,1,FREE,34.39
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,29,978.39,1450,1056,PRE,1500,1,FREE,33.82
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,13,3,9,789,0.88,1010.82,30,1010.82,1500,1056,PRE,1500,1,FREE,32.43
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,33,2,4,781,0.89,533.08,1,30.07,50,1117,PRE,800,1,FREE,30.07
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,33,2,4,781,0.89,533.08,2,62.33,100,1117,PRE,800,1,FREE,32.26
120298,ELHENICKA,MARTINA,10/10/1993,F,Czech Republic,CZE,33,2,4,781,0.89,533.08,3,94.94,150,1117,PRE,800,1,FREE,32.61
